gene	p_snp_total	p_snp_synonymous	p_snp_missense	p_snp_lof	p_snp_cadd_l5	p_snp_cadd_g20	p_snp_cadd_g30
TMEM37	1.09623751914547e-05	2.66640022935272e-06	7.86882697631207e-06	3.85038969627153e-07	9.74311281318874e-06	5.9881055458145e-06	1.87030616356447e-06
TMEM38A	1.66013693409538e-05	5.51327184232371e-06	1.04508316731872e-05	4.56254829372386e-07	1.51155902292721e-05	1.02640282913709e-05	3.71892798727508e-06
TMEM38B	1.20770855350068e-05	3.41298404798112e-06	7.93503794006492e-06	4.75995934853431e-07	1.04365849668786e-05	7.04749326123857e-06	2.75060767374324e-06
TMEM39A	1.92400428248299e-05	4.90763417981745e-06	1.33088074769766e-05	7.2831648473092e-07	1.7317191580945e-05	1.33875805378195e-05	4.8923560862626e-06
TMEM39B	2.68928911000826e-05	6.43332685767789e-06	1.91990714964824e-05	9.78148589994055e-07	2.41388520485151e-05	1.83349704811711e-05	7.3772216639242e-06
TMEM40	8.61850708711511e-06	2.37469523144746e-06	5.52877878635157e-06	3.76171864802586e-07	7.62109471206062e-06	4.54564562607553e-06	2.04077381260374e-06
TMEM41A	5.99175500366989e-06	1.76761459885104e-06	3.91807889214487e-06	1.65116687423948e-07	5.33210450352872e-06	3.61346634064389e-06	1.53729396765638e-06
TMEM41B	8.27629650509698e-06	1.45214409784065e-06	6.32196356361997e-06	3.68985892472633e-07	7.33474285715298e-06	5.96662625300975e-06	2.09276592202641e-06
TMEM42	3.90424904189817e-06	1.02542892308705e-06	2.61365740288648e-06	1.43201108150116e-07	3.45121491774319e-06	2.43950328347517e-06	1.0084770823542e-06
TMEM43	2.02815560659459e-05	5.80806007764238e-06	1.36805131460461e-05	6.08494882121604e-07	1.89453144040863e-05	1.25726048811398e-05	4.66981385175164e-06
TMEM44	1.59487872532377e-05	4.14164606813421e-06	1.07641764131521e-05	6.76973169375262e-07	1.43362271167707e-05	9.22656903891803e-06	2.97077920928588e-06
TMEM45A	1.054827474976e-05	2.53449169263294e-06	7.22043325802051e-06	6.3299557556059e-07	9.32732148319752e-06	6.25269626746559e-06	2.47868027144998e-06
TMEM45B	1.15385888950679e-05	3.50218250233299e-06	7.57537788711186e-06	3.69667805544062e-07	1.01788737155817e-05	6.48059545752335e-06	2.65627468978067e-06
TMEM47	4.56604392330053e-06	1.33046158216234e-06	2.99807376282191e-06	2.13817416478466e-07	4.15145742278296e-06	3.14797915533222e-06	8.08449701834899e-07
TMEM5	1.67938482332586e-05	4.8033633110009e-06	1.10606633765347e-05	7.37744971286079e-07	1.48102133214363e-05	1.03409661335888e-05	4.13057170283265e-06
TMEM50A	5.88684290859242e-06	1.30010015218154e-06	4.19359985828106e-06	2.88201267779688e-07	5.31116875223181e-06	4.31781933428319e-06	2.29054117254319e-06
TMEM50B	5.92397744885115e-06	1.44637558729726e-06	4.07408268965548e-06	2.87022107134754e-07	5.33208304267706e-06	4.28565929667395e-06	1.83621205466826e-06
TMEM51	1.44851967378046e-05	4.90619984409952e-06	9.01925542004446e-06	4.52416386744897e-07	1.24975340971351e-05	8.24709444836571e-06	4.12436476100306e-06
TMEM52	9.30416476521327e-06	2.12230424228586e-06	6.78677072418624e-06	2.21812932720577e-07	6.99586720772143e-06	5.26956396881679e-06	2.93775667028791e-06
TMEM52B	9.06029200040097e-06	2.39751524251907e-06	6.13679967954862e-06	3.83434260536827e-07	7.38829437577404e-06	5.73688987761787e-06	2.46621303858199e-06
TMEM53	2.02873634369461e-05	4.91859305131472e-06	1.45359956765873e-05	5.82212538127832e-07	1.73867560805949e-05	1.37744538488756e-05	5.55115495257423e-06
TMEM54	8.51754239376457e-06	2.55729522875293e-06	5.77232317596552e-06	1.38981599369432e-07	7.39633179692455e-06	5.41471462907699e-06	2.13160784439056e-06
TMEM55A	1.18625391206266e-05	2.63123314026244e-06	8.09534780733203e-06	7.20940233456639e-07	1.1230416196178e-05	8.85136823523719e-06	3.76822885262007e-06
TMEM55B	1.08944913073273e-05	2.54380919853623e-06	7.461134311999e-06	4.70280686506369e-07	1.00385096955374e-05	7.38705400419236e-06	2.71000320179929e-06
TMEM56	9.85920209828397e-06	2.63485385130433e-06	6.72485415436424e-06	3.72516633985056e-07	8.72355608862081e-06	5.76664244755327e-06	2.55800717347682e-06
TMEM57	2.50720395838554e-05	6.91828491632805e-06	1.68094308970937e-05	1.18341522376163e-06	2.29132203528869e-05	1.67004748023365e-05	6.74906277770904e-06
TMEM59	1.49261930621082e-05	4.64726398824499e-06	9.28946949907793e-06	6.66781696230113e-07	1.32302597230244e-05	9.34434875938348e-06	3.90472683614216e-06
TMEM59L	1.51963298087306e-05	4.17383386483714e-06	1.01563725609852e-05	6.04776696555361e-07	1.27524544540461e-05	1.01162119048232e-05	4.57235238519405e-06
TMEM60	4.70743863011508e-06	1.25812979407159e-06	3.16350538925977e-06	2.50393193113072e-07	4.11374817225304e-06	3.31055027450153e-06	1.01544602565294e-06
TMEM61	1.18083647245878e-05	3.90887513201416e-06	7.52839023497522e-06	3.02777331320219e-07	9.9371977492474e-06	5.92838329137544e-06	2.44003161401315e-06
TMEM62	2.19320266408097e-05	5.20640103143272e-06	1.55964266814306e-05	7.58774576242883e-07	1.9730029890171e-05	1.38189251998688e-05	5.57405470398405e-06
TMEM63A	3.26366024031857e-05	9.92651783782529e-06	2.1356606275226e-05	8.42481744980127e-07	2.87462315554742e-05	2.0520380127389e-05	8.34053508460448e-06
TMEM63B	4.55199439529799e-05	1.32573605558063e-05	3.0365048878573e-05	1.06751697768699e-06	4.42269041565193e-05	3.02243649847003e-05	1.19417560295325e-05
TMEM63C	3.97468745381306e-05	1.13707936232442e-05	2.68344419220824e-05	8.1413904268664e-07	3.62512677971084e-05	2.40704023088882e-05	9.61285648625222e-06
TMEM64	2.05836129203421e-05	7.06630910682592e-06	1.30003963722284e-05	3.8312800283619e-07	1.803855428719e-05	1.29315208446832e-05	5.58427774017853e-06
TMEM65	5.04613190162567e-06	1.26491538935036e-06	3.5631017683156e-06	1.20107666092073e-07	4.59067858560581e-06	3.60329633508881e-06	1.44192710366509e-06
TMEM66	1.43340569937732e-05	3.9552245749648e-06	9.11756425770255e-06	6.27211393093461e-07	1.27188119923575e-05	8.88617652996339e-06	3.87324983341921e-06
TMEM67	3.64426053005117e-05	8.65909269316644e-06	2.50374963073982e-05	1.89262833773062e-06	3.17692054625773e-05	2.34980750133855e-05	9.80333898658907e-06
TMEM68	9.42580484134442e-06	2.08497580974898e-06	6.62892698690917e-06	4.78073823242692e-07	8.25935631419171e-06	6.61106125411697e-06	2.53193493724342e-06
TMEM69	7.9903481492599e-06	2.12637195067203e-06	5.55510321050785e-06	2.57047200909728e-07	6.97854120322499e-06	4.2014626767646e-06	1.68404505159392e-06
TMEM70	7.64039467555694e-06	1.92987079426777e-06	5.24990895112772e-06	4.0164374264529e-07	6.73226029724459e-06	4.63839708331669e-06	1.52372816557207e-06
TMEM71	1.15989757393502e-05	2.96233841451889e-06	7.85571468617108e-06	5.0954430779641e-07	1.00439163750493e-05	5.46851119248745e-06	2.5368652020081e-06
TMEM72	1.10904366197383e-05	3.68201624956418e-06	7.07722084596563e-06	1.94118649491411e-07	9.85315597052323e-06	5.98074143011433e-06	1.96024446081076e-06
TMEM74	1.3556227892991e-05	3.81036425990946e-06	9.33716895967013e-06	3.67098271365758e-07	1.18187827951997e-05	7.51924363949623e-06	3.2669771772637e-06
TMEM74B	1.37129772494293e-05	4.20610237176074e-06	8.95749063128816e-06	4.94746635635724e-07	1.20262859316593e-05	8.828578967366e-06	3.941821338769e-06
TMEM75	3.26481230973315e-06	9.12696515419427e-07	2.20675782121053e-06	1.09947719432547e-07	2.51603545345299e-06	9.74900259441357e-07	8.11823571714702e-07
TMEM78	1.70657984928304e-06	4.2399115649376e-07	1.15978664110398e-06	7.58199219317561e-08	1.43820224586882e-06	5.36395773110165e-07	3.15609496710209e-07
TMEM79	2.50550447377235e-05	4.74874594900764e-06	1.91409182719831e-05	9.85949138933161e-07	2.08876339920776e-05	1.63684394779857e-05	7.86094625684854e-06
TMEM80	8.32818227953189e-06	2.97411552239142e-06	5.07534715054079e-06	1.55512000237215e-07	6.87714214472582e-06	4.38971998399462e-06	1.83101144957708e-06
TMEM81	9.84171959969721e-06	2.80442507794319e-06	6.67803385792808e-06	3.17794960831128e-07	8.69775952096843e-06	5.60233855587335e-06	1.88013168475236e-06
TMEM82	1.24448348423571e-05	3.97070108324281e-06	8.0508184703093e-06	3.04671889851772e-07	1.10783436197077e-05	6.86795187406949e-06	2.68463379527095e-06
TMEM86A	1.19080354672108e-05	3.72839053259119e-06	7.7967120133802e-06	3.47932125750999e-07	1.02022596278233e-05	7.77714099622194e-06	2.67965149838972e-06
TMEM86B	5.48905525348747e-06	1.90362664440883e-06	3.35471487401142e-06	1.59360749949068e-07	4.62165930230829e-06	2.4569107679857e-06	1.06339734362858e-06
TMEM87A	2.28006531865406e-05	5.55037791044851e-06	1.54688082044286e-05	1.13913805819224e-06	2.08108227637877e-05	1.51314681385641e-05	6.59011697911111e-06
TMEM87B	2.38053329500074e-05	6.34697402547443e-06	1.62753039424222e-05	6.38870925766453e-07	2.14336124860116e-05	1.45347582773336e-05	5.84024358849101e-06
TMEM88	7.87537953818668e-06	2.2116048233991e-06	5.48488232794441e-06	1.71107854159029e-07	6.94723155359057e-06	5.39412649357026e-06	1.3493057570325e-06
TMEM89	9.06540437768198e-06	2.49161228867145e-06	6.30149896255453e-06	2.1565571630493e-07	7.61414244087081e-06	5.04119374071223e-06	1.84513413399263e-06
TMEM8A	3.89700901470646e-05	1.22453260362949e-05	2.52255331585382e-05	8.57696285248206e-07	3.21052297495857e-05	2.29277881418364e-05	1.05887553176131e-05
TMEM8B	3.16362000556305e-05	9.19767967136572e-06	2.10135447006597e-05	8.59757200025281e-07	2.85994857920282e-05	2.08841168653329e-05	9.22114059200369e-06
TMEM8C	1.27638717404751e-05	4.20212302373574e-06	8.05228802296843e-06	3.0257987534805e-07	1.14944141450389e-05	8.06130276222169e-06	2.22210603761325e-06
TMEM9	1.07315016079337e-05	2.55535864182408e-06	7.28201753603216e-06	4.56876933485126e-07	9.79440118463065e-06	7.01808021398752e-06	3.89368347621934e-06
TMEM91	1.13693760872259e-05	3.40798770943049e-06	7.36931950450341e-06	3.19798999840621e-07	1.03816561529102e-05	6.26847012829294e-06	1.85904289754534e-06
TMEM92	7.49753886009822e-06	2.40806591829944e-06	4.86957569791812e-06	1.11991763284748e-07	6.60427793222359e-06	3.24815793559589e-06	1.12383343446262e-06
TMEM95	9.07401459338974e-06	2.08099541593246e-06	6.24210653906198e-06	4.2066718364147e-07	7.42395781782407e-06	5.6890317178988e-06	2.38798160610582e-06
TMEM97	7.99818275971084e-06	1.55547292228732e-06	5.57350369400717e-06	4.90362955111001e-07	7.29015304454389e-06	4.72938648041962e-06	2.16062443682071e-06
TMEM98	8.28882164466864e-06	2.49837543576091e-06	5.48825524469878e-06	2.1389775496774e-07	7.87660368603215e-06	5.61332407848246e-06	1.50128912619698e-06
TMEM99	9.04079618073588e-06	2.74812418400106e-06	5.92048684724701e-06	3.36634878652556e-07	7.27874005766494e-06	2.67458263211148e-06	2.2012162310969e-06
TMEM9B	8.07746569136637e-06	1.93402521963186e-06	5.6527810811164e-06	3.53115427063674e-07	6.95504652225561e-06	6.70762887701836e-06	2.91041910826983e-06
TMF1	3.9425761419541e-05	9.69150121746884e-06	2.69297650450736e-05	2.12181903193081e-06	3.56462467838606e-05	2.54676866501714e-05	1.02468254159886e-05
TMIE	6.32665542007232e-06	1.73102006818867e-06	4.37277454526783e-06	1.85246349290176e-07	5.92694961458208e-06	4.62952027401055e-06	2.31612766375942e-06
TMIGD1	1.02238623333437e-05	2.85637401381954e-06	6.8782358147738e-06	3.52919213614028e-07	8.52241268243501e-06	5.75309757765704e-06	2.46917403578008e-06
TMIGD2	1.40087635409697e-05	4.22509814837095e-06	9.30321808906909e-06	3.53164496671515e-07	1.14321074530737e-05	6.1631893457968e-06	3.00922501355454e-06
TMLHE	1.93403532117964e-05	5.10346845520071e-06	1.33612575378914e-05	7.25653524800663e-07	1.62893440401704e-05	1.26090298717514e-05	5.58777316189102e-06
TMOD1	1.64527970993526e-05	4.62807328037762e-06	1.07779427502735e-05	6.34506672880504e-07	1.53746871901452e-05	1.1641440947501e-05	4.26238097906638e-06
TMOD2	1.27781951736386e-05	3.29177274283231e-06	8.6916795521278e-06	5.82042624237706e-07	1.16917789554688e-05	8.6517445439167e-06	3.82388392935038e-06
TMOD3	1.29565995821677e-05	3.43415080089468e-06	8.76702739934348e-06	5.3613601015864e-07	1.17489146145398e-05	9.10416877679241e-06	3.69028022972117e-06
TMOD4	1.55434615727928e-05	3.53805121852804e-06	1.09498356200311e-05	7.67000459388658e-07	1.4531176457008e-05	1.10515901884738e-05	4.30435675053828e-06
TMPO	3.61552929282794e-05	1.01043682454842e-05	2.44897725280031e-05	1.03931951920514e-06	3.28601474008391e-05	2.18593018319498e-05	7.33865547570167e-06
TMPPE	2.2381136131772e-05	6.95797767807267e-06	1.4823795716272e-05	3.95812150171389e-07	1.89837763868388e-05	1.31897849719345e-05	4.81803089647755e-06
TMPRSS11A	1.64211423824558e-05	4.12946210514282e-06	1.0860816238327e-05	1.07995915295412e-06	1.39737188021649e-05	9.99401110645112e-06	4.77885818669854e-06
TMPRSS11B	1.43785984801999e-05	3.49521801991306e-06	1.01159934630912e-05	5.74155739696251e-07	1.28524387573557e-05	7.03556770333179e-06	2.48602063207859e-06
TMPRSS11D	1.61165924306542e-05	4.23156082312201e-06	1.08898180905599e-05	6.77591056265248e-07	1.41397700047574e-05	9.32961180945044e-06	3.12538447839561e-06
TMPRSS11E	1.60475614522935e-05	3.84561458800505e-06	1.12702157211487e-05	7.49648914632248e-07	1.42303569781411e-05	1.04813332039975e-05	4.14736774737406e-06
TMPRSS11F	1.57667062246863e-05	3.47199945440765e-06	1.09336447473094e-05	1.08480412701074e-06	1.37873450940031e-05	1.04370063551361e-05	4.21247196106068e-06
TMPRSS12	1.79837704922132e-05	5.04873326820332e-06	1.21412282148067e-05	5.74937551620731e-07	1.4918476174862e-05	8.64676805897042e-06	4.23833053079616e-06
TMPRSS13	2.40203245663225e-05	6.31399647800109e-06	1.64118871808758e-05	7.9165360630476e-07	2.09077034107173e-05	1.42708119114431e-05	6.28342635748751e-06
TMPRSS15	3.77055878687521e-05	1.04331193738971e-05	2.50875384410957e-05	1.66611193767765e-06	3.22412060041714e-05	2.26900891605792e-05	1.00683191359719e-05
TMPRSS2	2.38736967735627e-05	7.9960843970052e-06	1.48114752672618e-05	7.39274242705693e-07	2.04162674071005e-05	1.27285992342155e-05	5.35794440172038e-06
TMPRSS3	2.88446545252759e-05	9.50914487482427e-06	1.81371675204687e-05	7.89235448422263e-07	2.31447655678556e-05	1.84036276822189e-05	9.31906276926648e-06
TMPRSS4	2.0220952286607e-05	5.31619105281053e-06	1.3733043825922e-05	6.49286244736395e-07	1.76277167634498e-05	1.15244685326433e-05	3.93916158685511e-06
TMPRSS5	2.05293809673198e-05	6.14709696272115e-06	1.33749229490914e-05	6.63003995945843e-07	1.67169626210764e-05	1.16936764118284e-05	5.07883900045569e-06
TMPRSS6	3.66763946497492e-05	1.15003027888716e-05	2.37949154072717e-05	9.14495105142456e-07	3.2087959962415e-05	2.30314538886262e-05	9.40058561467178e-06
TMPRSS7	2.98550498084061e-05	7.75967256017015e-06	2.04156910956203e-05	1.31563172094674e-06	2.68349871586128e-05	1.95789241150441e-05	7.14413539770192e-06
TMPRSS9	4.85815148435195e-05	1.56549741413017e-05	3.12101623459146e-05	1.27798770291065e-06	4.04868908949517e-05	2.88313277339341e-05	1.1035096258826e-05
TMSB10	2.41534063997047e-06	7.48129961773126e-07	1.58228355764841e-06	3.46209133519713e-08	2.31492704679488e-06	1.55373997305674e-06	1.34239609311285e-07
TMSB15A	1.43187402155174e-06	4.28152563012537e-07	8.99167421743138e-07	5.86445200995442e-08	1.25192018651102e-06	7.27951786964713e-07	2.62045662172543e-07
TMSB15B	1.43853108592224e-06	4.29296197809376e-07	9.03706805513746e-07	6.01433704474428e-08	1.2446763968462e-06	8.22485934115313e-07	2.86718414568693e-07
TMSB4X	2.66577700697572e-06	9.42690211985839e-07	1.52037289018586e-06	6.27708979904085e-08	2.47554665518208e-06	1.93496557730153e-06	3.07903262466353e-07
TMSB4Y	2.28804321077027e-06	7.98754659937389e-07	1.37054574918183e-06	6.07865660647241e-08	2.00742362116501e-06	6.73716575596596e-07	3.70526794180244e-07
TMTC1	3.59789405169054e-05	9.75997810344967e-06	2.40044133069958e-05	1.47414069365153e-06	3.2455468624969e-05	2.39627884621809e-05	1.01935376514527e-05
TMTC2	3.27978939593592e-05	8.94110507041543e-06	2.24356178041251e-05	1.21473519805242e-06	2.90614545420735e-05	2.21374978088817e-05	9.4577439166836e-06
TMTC3	3.05961938455513e-05	7.56091176630586e-06	2.1229190757036e-05	1.5035003446722e-06	2.73503738671072e-05	2.07474439332148e-05	8.60610376990996e-06
TMTC4	3.67198044890592e-05	1.12727861486845e-05	2.41188555407013e-05	8.81836499104683e-07	3.19346045606843e-05	2.29287278661215e-05	1.0748452336983e-05
TMUB1	7.32256157065452e-06	2.62763312080234e-06	4.53990962463408e-06	1.09337842224003e-07	6.0376269984533e-06	3.58378896585281e-06	1.76620142773353e-06
TMUB2	1.40687031802092e-05	2.4251268419349e-06	1.04790514802357e-05	7.18432286264693e-07	1.20632928948486e-05	8.49252305252973e-06	3.2361278264698e-06
TMX1	1.28998450858761e-05	3.63761133752529e-06	8.5749869257805e-06	4.4161640412718e-07	1.16827340915349e-05	8.54943137942678e-06	3.68697701822491e-06
TMX2	1.4809928362899e-05	3.72675471778979e-06	1.01318766835858e-05	6.63221670158739e-07	1.35101328776736e-05	1.05412714535252e-05	4.95871680217106e-06
TMX2-CTNND1	5.79461892482871e-06	1.95781756569879e-06	3.49177230241054e-06	2.96001902398476e-07	5.60247196652176e-06	3.73138872062844e-06	1.94119433685549e-06
TMX3	1.55688475267316e-05	3.48870239008728e-06	1.07677761688659e-05	9.41302054983095e-07	1.33723966191911e-05	1.13434871851244e-05	4.99375791511835e-06
TMX4	1.06774958750555e-05	2.54103197898529e-06	7.65933320345555e-06	3.24693790227905e-07	9.51140935531653e-06	6.93088110916176e-06	3.54629968233785e-06
TNC	0.000107007430150514	3.12375201398199e-05	7.20162304124393e-05	3.00614947465215e-06	9.50069691202214e-05	6.85586664710109e-05	2.74152271306577e-05
TNF	1.1582293423179e-05	3.50666391356144e-06	7.60441959486635e-06	3.82760789945265e-07	1.00440544826961e-05	6.33514318185069e-06	2.36284341805014e-06
TNFAIP1	1.83316170604601e-05	4.90733250736269e-06	1.26316327137106e-05	5.00765864263176e-07	1.7178271321187e-05	1.26663449447186e-05	5.08893699325805e-06
TNFAIP2	1.75545147870842e-05	4.94103338466837e-06	1.16008476913495e-05	5.11868365649276e-07	1.44427178369417e-05	1.10216423577369e-05	4.43038874630253e-06
TNFAIP3	3.88984838263197e-05	1.1006371140051e-05	2.63351038484411e-05	1.27036238148545e-06	3.45453119791022e-05	2.48690054636246e-05	1.01128614961162e-05
TNFAIP6	1.1001044668766e-05	2.92001071377824e-06	7.36718010974351e-06	4.81538841399551e-07	9.99080490389143e-06	7.23172450304195e-06	2.66458968372799e-06
TNFAIP8	7.53537376620395e-06	2.10882906354115e-06	5.15162857758636e-06	1.73892246569913e-07	6.94842776257031e-06	5.01677324130095e-06	1.14540678265291e-06
TNFAIP8L1	1.44259027516182e-05	4.64132028374575e-06	9.61280018511806e-06	1.30116528098014e-07	1.31861557776587e-05	8.78460319345616e-06	2.6963719214126e-06
TNFAIP8L2	9.99356669000483e-06	2.83771242133078e-06	6.99752699077621e-06	1.16661523241433e-07	9.14672735284164e-06	7.16626240830239e-06	2.95435874978224e-06
TNFAIP8L3	1.09704598198057e-05	3.37585862351217e-06	7.34236874569075e-06	2.00503181184225e-07	9.27424794095517e-06	7.18496885107683e-06	2.67825627441895e-06
TNFRSF10A	1.60706722619075e-05	4.57510174269231e-06	1.06998488020961e-05	5.01081218714904e-07	1.37990507681097e-05	6.01500571041338e-06	2.79653274681499e-06
TNFRSF10B	2.09513180672693e-05	5.67195347965063e-06	1.42502616716443e-05	7.08511437623968e-07	1.66938972703869e-05	9.01859210586981e-06	5.10692398027653e-06
TNFRSF10C	2.25443043722681e-05	6.51848351695917e-06	1.50974190023332e-05	7.15188357460893e-07	1.38717173707399e-05	1.17166774955329e-05	9.23095555651606e-06
TNFRSF10D	2.02985586777027e-05	5.84698220548158e-06	1.35456068800232e-05	6.14465708999883e-07	1.66933309752576e-05	8.43748905872555e-06	4.54593744884417e-06
TNFRSF11A	2.388148195891e-05	7.29496933197856e-06	1.57395768356425e-05	5.74302831527282e-07	2.1013777748846e-05	1.24715292899032e-05	4.97761233019352e-06
TNFRSF11B	1.74524254587273e-05	5.18585346171433e-06	1.15147868897068e-05	7.037208516388e-07	1.51070986297209e-05	1.02475045889039e-05	3.66580175305359e-06
TNFRSF12A	1.33239500309537e-05	2.70845110764262e-06	9.76225797516829e-06	6.1460193439966e-07	7.47068935973675e-06	9.81388246131736e-06	6.79319433195124e-06
TNFRSF13B	1.44190509694238e-05	4.11475096447158e-06	9.73698851782715e-06	4.30929263036333e-07	1.20372942025446e-05	7.1056340503602e-06	3.10289456754439e-06
TNFRSF13C	5.65700874242542e-06	1.72278222359598e-06	3.62996767137192e-06	1.66214322166736e-07	5.08171912508967e-06	2.6803206455184e-06	1.17375074505468e-06
TNFRSF14	8.92543203432546e-06	2.73021045944827e-06	5.84607275493408e-06	2.08260672663304e-07	7.15739098577198e-06	4.16000461994675e-06	2.00057444340627e-06
TNFRSF17	8.35910669859398e-06	2.47447450446639e-06	5.56759260322617e-06	2.32490634040286e-07	6.98418624368916e-06	4.72393894977214e-06	2.30159369409268e-06
TNFRSF18	3.87787786506706e-06	1.18278664513026e-06	2.39579464575854e-06	1.23590543939103e-07	3.10041462768125e-06	2.243546999337e-06	9.40764771753862e-07
TNFRSF19	2.13798022973048e-05	6.60818079688201e-06	1.38717168705738e-05	5.75978920812376e-07	1.8507006930146e-05	1.2829829005718e-05	5.43739254203425e-06
TNFRSF1A	1.03990842902719e-05	2.0334169155926e-06	7.71288875990786e-06	3.47461160273696e-07	8.53363606363926e-06	6.08040611971354e-06	2.52188738115938e-06
TNFRSF1B	2.04818782198025e-05	6.4439140085536e-06	1.330971829633e-05	5.05958203115255e-07	1.65323808708951e-05	1.11485353462483e-05	4.90988280496129e-06
TNFRSF21	2.86678973115756e-05	8.32455775417704e-06	1.96603070552144e-05	6.23391183637483e-07	2.55683899155019e-05	1.91587868652931e-05	9.21884853870592e-06
TNFRSF25	2.79812942536191e-05	7.09329417186859e-06	1.92423651763294e-05	1.00266197273122e-06	2.34195241619147e-05	1.62017318027065e-05	5.93641632568713e-06
TNFRSF4	5.76708104681202e-06	1.79134951161037e-06	3.82090510327992e-06	1.22845957275821e-07	4.74928411731053e-06	2.65113172257463e-06	1.25262651212942e-06
TNFRSF6B	8.07302876529954e-06	2.43668351348942e-06	5.55541811849896e-06	7.50734445511293e-08	5.86480673892803e-06	4.33999664173063e-06	2.37855989213473e-06
TNFRSF8	2.72858285749295e-05	7.6680714095675e-06	1.7959988979537e-05	1.1138192989997e-06	2.25516307470718e-05	1.46922389413103e-05	6.79662296680396e-06
TNFRSF9	1.16722552458076e-05	3.39585512166998e-06	7.68916163565415e-06	4.06599399395365e-07	9.85736086270122e-06	5.65594807986792e-06	2.60834780386742e-06
TNFSF10	1.04526415599721e-05	2.70636679063897e-06	7.15741217045054e-06	4.78931003875801e-07	8.94827417535158e-06	5.68832142867147e-06	2.18631585798662e-06
TNFSF11	1.59534059851281e-05	4.7811799012801e-06	1.03847301456887e-05	5.12289336950434e-07	1.42382971794639e-05	9.45859730807366e-06	3.35158191861702e-06
TNFSF12	1.81073117427087e-05	4.73200633097765e-06	1.22058969013465e-05	9.0441357832616e-07	1.63880565452713e-05	9.85161656735456e-06	4.44839330466289e-06
TNFSF12-TNFSF13	1.38770640820151e-05	3.51243221433545e-06	9.27604713649788e-06	8.34778046362062e-07	1.25960232939746e-05	9.26274495820803e-06	3.98444880089387e-06
TNFSF13	1.13023066844151e-05	3.05097842926316e-06	7.34166400389298e-06	5.56244004519033e-07	1.01044508475825e-05	6.9894468039734e-06	2.72987209679761e-06
TNFSF13B	1.17286869981049e-05	3.33586872317996e-06	7.75663781412926e-06	4.57524951285344e-07	9.50412241164103e-06	6.82813739969421e-06	3.12850755216625e-06
TNFSF14	1.47314902345092e-05	4.09551085560305e-06	9.76732435322678e-06	5.82005377552306e-07	1.22458401756397e-05	8.35583609790674e-06	3.47344411492413e-06
TNFSF15	1.0910735973505e-05	3.02262544140716e-06	7.22072521667548e-06	5.01990741116817e-07	8.96796185588495e-06	6.1928516611851e-06	3.00401775305669e-06
TNFSF18	6.34749681986547e-06	1.63341808004565e-06	4.33307426130315e-06	2.68778702058293e-07	5.43028112395512e-06	3.15328031754407e-06	1.31887302655995e-06
TNFSF4	6.43677942949253e-06	1.75092988165295e-06	4.21961079435527e-06	2.58457236554189e-07	5.50228361868643e-06	3.26816989566362e-06	1.51790467910917e-06
TNFSF8	9.95723995537619e-06	3.01164658430541e-06	6.46774895130852e-06	2.50510228387369e-07	8.54194492537136e-06	5.81292534382274e-06	1.87652551323442e-06
TNFSF9	1.48969162136736e-05	5.16774560653489e-06	9.43776330938939e-06	2.15449856265354e-07	1.30979866987253e-05	6.83446199093438e-06	2.42436184339437e-06
TNIK	6.14845720746138e-05	1.51965988965556e-05	4.19174772637885e-05	3.53725500211348e-06	5.62380971354882e-05	4.7691484746716e-05	1.55898378019471e-05
TNIP1	3.23559445236906e-05	8.35131370771718e-06	2.21305190852244e-05	1.04857727293315e-06	2.95406342434898e-05	2.15089357932082e-05	1.05833811154307e-05
TNIP2	2.00985298095638e-05	6.22299054816993e-06	1.26562888769379e-05	9.11110027688247e-07	1.6594289935371e-05	1.18716590264598e-05	6.62566036364175e-06
TNIP3	1.54482189365912e-05	4.28789467493101e-06	1.01111551294563e-05	8.10235852588192e-07	1.27544979890527e-05	9.03965484485448e-06	4.40730469684196e-06
TNK1	2.39130615918554e-05	5.74862341357939e-06	1.68676033914863e-05	8.50976421750386e-07	2.10948189105338e-05	1.41859354207127e-05	5.27863835029036e-06
TNK2	6.61973962553148e-05	2.06469953880314e-05	4.28727537340471e-05	1.73233561019356e-06	5.95844500282717e-05	4.17554925115224e-05	1.64783411125263e-05
TNKS	6.39052737949133e-05	1.98741527238938e-05	4.15171740126223e-05	1.79730407645196e-06	5.95847457248975e-05	4.26874578315004e-05	1.58454876339975e-05
TNKS1BP1	8.17539715356609e-05	2.41639108666863e-05	5.45725246744921e-05	2.54855417472092e-06	6.90431996275835e-05	4.79436977002178e-05	2.38778450998811e-05
TNKS2	3.99806318938704e-05	1.06813505686735e-05	2.69458249461562e-05	1.82865023842106e-06	3.59191452321519e-05	3.09608114449793e-05	1.32556685780639e-05
TNMD	1.30822744121868e-05	3.03731553385462e-06	9.07705583205691e-06	7.02176265275084e-07	1.1745079637452e-05	8.690445562322e-06	3.36695704206703e-06
TNN	6.84119300188869e-05	2.11921176228809e-05	4.47965345515659e-05	2.09719611382695e-06	5.90276147332275e-05	4.13619546965382e-05	1.58482951752644e-05
TNNC1	8.75983177845533e-06	2.8399946466369e-06	5.56763589758718e-06	1.18585689990803e-07	8.06772504232944e-06	6.07295213695146e-06	2.51419603309322e-06
TNNC2	1.09393931960521e-05	3.65377104594736e-06	6.68807258342809e-06	1.22454221733899e-07	1.02062655734879e-05	7.38365655442388e-06	2.94844933421014e-06
